Key,EstGrp,Size,SchRtg,Unit,FldMhu
STRESS-8:1.75" WT,STRESS,8.0,1.75" WT,EA,8.9
STRESS-8:2.0" WT,STRESS,8.0,2.0" WT,EA,9.5
STRESS-8:2.25" WT,STRESS,8.0,2.25" WT,EA,10.1
STRESS-8:2.50" WT,STRESS,8.0,2.50" WT,EA,10.8
STRESS-8:S100,STRESS,8.0,S100,EA,5.1
STRESS-8:S120,STRESS,8.0,S120,EA,5.3
STRESS-8:S160,STRESS,8.0,S160,EA,5.9
STRESS-8:S20,STRESS,8.0,S20,EA,4.2
STRESS-8:S30,STRESS,8.0,S30,EA,4.2
STRESS-8:S40,STRESS,8.0,S40,EA,4.2
STRESS-8:S60,STRESS,8.0,S60,EA,4.4
STRESS-8:S80,STRESS,8.0,S80,EA,4.7
STRESS-8:STD,STRESS,8.0,STD,EA,4.2
STRESS-8:XS,STRESS,8.0,XS,EA,4.7
STRESS-8:XXS,STRESS,8.0,XXS,EA,5.9
STRESS-10:.500" WT,STRESS,10.0,.500" WT,EA,5.1
STRESS-10:1.25" WT,STRESS,10.0,1.25" WT,EA,8.1
STRESS-10:1.50" WT,STRESS,10.0,1.50" WT,EA,8.8
STRESS-10:1.75" WT,STRESS,10.0,1.75" WT,EA,9.2
STRESS-10:2.0" WT,STRESS,10.0,2.0" WT,EA,9.8
STRESS-10:2.25" WT,STRESS,10.0,2.25" WT,EA,10.3
STRESS-10:2.50" WT,STRESS,10.0,2.50" WT,EA,11.2
STRESS-10:2.75"  WT,STRESS,10.0,2.75"  WT,EA,11.9
STRESS-10:3.0" WT,STRESS,10.0,3.0" WT,EA,12.5
STRESS-10:S100,STRESS,10.0,S100,EA,5.7
STRESS-10:S160,STRESS,10.0,S160,EA,6.7
STRESS-10:S20,STRESS,10.0,S20,EA,4.6
STRESS-10:S30,STRESS,10.0,S30,EA,4.6
STRESS-10:S40,STRESS,10.0,S40,EA,4.6
STRESS-10:S60,STRESS,10.0,S60,EA,5.1
STRESS-10:S80,STRESS,10.0,S80,EA,5.3
STRESS-10:S120,STRESS,10.0,S120,EA,5.9
STRESS-10:S140,STRESS,10.0,S140,EA,6.3
STRESS-10:STD,STRESS,10.0,STD,EA,4.6
STRESS-10:XXS,STRESS,10.0,XXS,EA,6.7
STRESS-12:.250" WT,STRESS,12.0,.250" WT,EA,5.1
STRESS-12:.500" WT,STRESS,12.0,.500" WT,EA,5.1
STRESS-12:1.25" WT,STRESS,12.0,1.25" WT,EA,9.0
STRESS-12:1.5" WT,STRESS,12.0,1.5" WT,EA,9.0
STRESS-12:1.75" WT,STRESS,12.0,1.75" WT,EA,9.2
STRESS-12:2.0" WT,STRESS,12.0,2.0" WT,EA,9.8
STRESS-12:2.25" WT,STRESS,12.0,2.25" WT,EA,10.3
STRESS-12:2.50" WT,STRESS,12.0,2.50" WT,EA,11.2
STRESS-12:2.75"  WT,STRESS,12.0,2.75"  WT,EA,11.9
STRESS-12:3.0" WT,STRESS,12.0,3.0" WT,EA,12.5
STRESS-12:3.25" WT,STRESS,12.0,3.25" WT,EA,14.0
STRESS-12:3.50" WT,STRESS,12.0,3.50" WT,EA,15.0
STRESS-12:1.625" WT,STRESS,12.0,1.625" WT,EA,9.0
STRESS-12:S100,STRESS,12.0,S100,EA,6.5
STRESS-12:S120,STRESS,12.0,S120,EA,6.8
STRESS-12:S140,STRESS,12.0,S140,EA,7.1
STRESS-12:S160,STRESS,12.0,S160,EA,7.4
STRESS-12:S80,STRESS,12.0,S80,EA,6.0
STRESS-12:S60,STRESS,12.0,S60,EA,5.8
STRESS-12:S40,STRESS,12.0,S40,EA,5.3
STRESS-12:S30,STRESS,12.0,S30,EA,5.1
STRESS-12:S20,STRESS,12.0,S20,EA,5.1
STRESS-14:.500" WT,STRESS,14.0,.500" WT,EA,5.9
STRESS-14:1.5" WT,STRESS,14.0,1.5" WT,EA,9.6
STRESS-14:1.75" WT,STRESS,14.0,1.75" WT,EA,10.3
STRESS-14:2.0" WT,STRESS,14.0,2.0" WT,EA,11.2
STRESS-14:2.25" WT,STRESS,14.0,2.25" WT,EA,11.6
STRESS-14:2.50" WT,STRESS,14.0,2.50" WT,EA,12.3
STRESS-14:2.75"  WT,STRESS,14.0,2.75"  WT,EA,13.2
STRESS-14:3.0" WT,STRESS,14.0,3.0" WT,EA,14.1
STRESS-14:3.25" WT,STRESS,14.0,3.25" WT,EA,15.0
STRESS-14:3.50" WT,STRESS,14.0,3.50" WT,EA,16.1
STRESS-14:3.75" WT,STRESS,14.0,3.75" WT,EA,16.9
STRESS-14:4.0" WT,STRESS,14.0,4.0" WT,EA,18.1
STRESS-14:S100,STRESS,14.0,S100,EA,7.1
STRESS-14:S120,STRESS,14.0,S120,EA,7.6
STRESS-14:S140,STRESS,14.0,S140,EA,7.9
STRESS-14:S160,STRESS,14.0,S160,EA,8.3
STRESS-14:S20,STRESS,14.0,S20,EA,5.5
STRESS-14:S30,STRESS,14.0,S30,EA,5.5
STRESS-14:S40,STRESS,14.0,S40,EA,5.9
STRESS-14:S60,STRESS,14.0,S60,EA,6.3
STRESS-14:S80,STRESS,14.0,S80,EA,6.7
STRESS-16:.500" WT,STRESS,16.0,.500" WT,EA,6.4
STRESS-16:1.75" WT,STRESS,16.0,1.75" WT,EA,10.8
STRESS-16:2" WT,STRESS,16.0,2" WT,EA,11.6
STRESS-16:2.25" WT,STRESS,16.0,2.25" WT,EA,12.3
STRESS-16:2.50" WT,STRESS,16.0,2.50" WT,EA,13.1
STRESS-16:2.75"  WT,STRESS,16.0,2.75"  WT,EA,14.0
STRESS-16:3.0" WT,STRESS,16.0,3.0" WT,EA,15.0
STRESS-16:3.25" WT,STRESS,16.0,3.25" WT,EA,16.0
STRESS-16:3.50" WT,STRESS,16.0,3.50" WT,EA,16.9
STRESS-16:3.75" WT,STRESS,16.0,3.75" WT,EA,18.1
STRESS-16:4.0" WT,STRESS,16.0,4.0" WT,EA,19.3
STRESS-16:S100,STRESS,16.0,S100,EA,7.8
STRESS-16:S120,STRESS,16.0,S120,EA,8.0
STRESS-16:S140,STRESS,16.0,S140,EA,8.5
STRESS-16:S160,STRESS,16.0,S160,EA,9.2
STRESS-16:S20,STRESS,16.0,S20,EA,5.9
STRESS-16:S30,STRESS,16.0,S30,EA,5.9
STRESS-16:S40,STRESS,16.0,S40,EA,6.4
STRESS-16:S60,STRESS,16.0,S60,EA,6.8
STRESS-16:S80,STRESS,16.0,S80,EA,7.2
STRESS-18:1.75" WT,STRESS,18.0,1.75" WT,EA,12.3
STRESS-18:2" WT,STRESS,18.0,2" WT,EA,12.3
STRESS-18:2.25" WT,STRESS,18.0,2.25" WT,EA,13.1
STRESS-18:2.50" WT,STRESS,18.0,2.50" WT,EA,14.0
STRESS-18:2.75"  WT,STRESS,18.0,2.75"  WT,EA,15.0
STRESS-18:3.0" WT,STRESS,18.0,3.0" WT,EA,16.0
STRESS-18:3.25" WT,STRESS,18.0,3.25" WT,EA,16.9
STRESS-18:3.50" WT,STRESS,18.0,3.50" WT,EA,18.3
STRESS-18:3.75" WT,STRESS,18.0,3.75" WT,EA,19.4
STRESS-18:4.0" WT,STRESS,18.0,4.0" WT,EA,20.6
STRESS-18:S100,STRESS,18.0,S100,EA,8.3
STRESS-18:S140,STRESS,18.0,S140,EA,9.2
STRESS-18:S160,STRESS,18.0,S160,EA,10.1
STRESS-18:S80,STRESS,18.0,S80,EA,7.8
STRESS-18:S60,STRESS,18.0,S60,EA,7.3
STRESS-18:S40,STRESS,18.0,S40,EA,6.8
STRESS-18:S30,STRESS,18.0,S30,EA,6.6
STRESS-18:S20,STRESS,18.0,S20,EA,6.4
STRESS-18:XS,STRESS,18.0,XS,EA,6.8
STRESS-20:.500" WT,STRESS,20.0,.500" WT,EA,7.0
STRESS-20:2" WT,STRESS,20.0,2" WT,EA,13.3
STRESS-20:2.25" WT,STRESS,20.0,2.25" WT,EA,14.3
STRESS-20:2.50" WT,STRESS,20.0,2.50" WT,EA,15.2
STRESS-20:2.75"  WT,STRESS,20.0,2.75"  WT,EA,16.2
STRESS-20:3.0" WT,STRESS,20.0,3.0" WT,EA,17.4
STRESS-20:3.25" WT,STRESS,20.0,3.25" WT,EA,18.4
STRESS-20:3.50" WT,STRESS,20.0,3.50" WT,EA,19.6
STRESS-20:3.75" WT,STRESS,20.0,3.75" WT,EA,21.2
STRESS-20:4.0" WT,STRESS,20.0,4.0" WT,EA,22.7
STRESS-20:4.25" WT,STRESS,20.0,4.25" WT,EA,24.3
STRESS-20:4.50" WT,STRESS,20.0,4.50" WT,EA,25.9
STRESS-20:4.75" WT,STRESS,20.0,4.75" WT,EA,27.4
STRESS-20:5.00" WT,STRESS,20.0,5.00" WT,EA,29.0
STRESS-20:5.25" WT,STRESS,20.0,5.25" WT,EA,30.5
STRESS-20:5.50" WT,STRESS,20.0,5.50" WT,EA,32.1
STRESS-20:5.75" WT,STRESS,20.0,5.75" WT,EA,33.7
STRESS-20:6.00" WT,STRESS,20.0,6.00" WT,EA,35.3
STRESS-20:S100,STRESS,20.0,S100,EA,9.2
STRESS-20:S120,STRESS,20.0,S120,EA,9.6
STRESS-20:S140,STRESS,20.0,S140,EA,10.0
STRESS-20:S160,STRESS,20.0,S160,EA,11.1
STRESS-20:S20,STRESS,20.0,S20,EA,6.6
STRESS-20:S30,STRESS,20.0,S30,EA,6.8
STRESS-20:S40,STRESS,20.0,S40,EA,7.3
STRESS-20:S60,STRESS,20.0,S60,EA,7.8
STRESS-20:S80,STRESS,20.0,S80,EA,8.3
STRESS-20:STD,STRESS,20.0,STD,EA,7.3
STRESS-20:XS,STRESS,20.0,XS,EA,8.3
STRESS-20:XXS,STRESS,20.0,XXS,EA,11.1
STRESS-22:.500" WT,STRESS,22.0,.500" WT,EA,7.2
STRESS-22:2.5" WT,STRESS,22.0,2.5" WT,EA,16.4
STRESS-22:2.75"  WT,STRESS,22.0,2.75"  WT,EA,17.4
STRESS-22:3.0" WT,STRESS,22.0,3.0" WT,EA,19.2
STRESS-22:3.25" WT,STRESS,22.0,3.25" WT,EA,20.0
STRESS-22:3.50" WT,STRESS,22.0,3.50" WT,EA,21.3
STRESS-22:3.75" WT,STRESS,22.0,3.75" WT,EA,22.8
STRESS-22:4.0" WT,STRESS,22.0,4.0" WT,EA,24.3
STRESS-22:4.25" WT,STRESS,22.0,4.25" WT,EA,25.9
STRESS-22:4.50" WT,STRESS,22.0,4.50" WT,EA,27.4
STRESS-22:4.75" WT,STRESS,22.0,4.75" WT,EA,29.0
STRESS-22:5.00" WT,STRESS,22.0,5.00" WT,EA,30.6
STRESS-22:5.25" WT,STRESS,22.0,5.25" WT,EA,32.1
STRESS-22:5.50" WT,STRESS,22.0,5.50" WT,EA,33.7
STRESS-22:5.75" WT,STRESS,22.0,5.75" WT,EA,35.3
STRESS-22:6.00" WT,STRESS,22.0,6.00" WT,EA,36.9
STRESS-22:S60,STRESS,22.0,S60,EA,8.1
STRESS-22:S80,STRESS,22.0,S80,EA,7.2
STRESS-22:S120,STRESS,22.0,S120,EA,7.2
STRESS-22:XS,STRESS,22.0,XS,EA,7.2
STRESS-24:.500" WT,STRESS,24.0,.500" WT,EA,7.3
STRESS-24:1.375" WT,STRESS,24.0,1.375" WT,EA,10.1
STRESS-24:2.5" WT,STRESS,24.0,2.5" WT,EA,17.7
STRESS-24:2.75"  WT,STRESS,24.0,2.75"  WT,EA,18.9
STRESS-24:3.0" WT,STRESS,24.0,3.0" WT,EA,20.1
STRESS-24:3.25" WT,STRESS,24.0,3.25" WT,EA,21.5
STRESS-24:3.50" WT,STRESS,24.0,3.50" WT,EA,22.9
STRESS-24:3.75" WT,STRESS,24.0,3.75" WT,EA,24.5
STRESS-24:4.0" WT,STRESS,24.0,4.0" WT,EA,26.0
STRESS-24:4.25" WT,STRESS,24.0,4.25" WT,EA,27.6
STRESS-24:4.50" WT,STRESS,24.0,4.50" WT,EA,29.1
STRESS-24:4.75" WT,STRESS,24.0,4.75" WT,EA,30.6
STRESS-24:5.00" WT,STRESS,24.0,5.00" WT,EA,32.2
STRESS-24:5.25" WT,STRESS,24.0,5.25" WT,EA,33.7
STRESS-24:5.50" WT,STRESS,24.0,5.50" WT,EA,35.3
STRESS-24:5.75" WT,STRESS,24.0,5.75" WT,EA,36.8
STRESS-24:6.00" WT,STRESS,24.0,6.00" WT,EA,38.4
STRESS-24:S100,STRESS,24.0,S100,EA,10.1
STRESS-24:S120,STRESS,24.0,S120,EA,10.5
STRESS-24:S140,STRESS,24.0,S140,EA,11.2
STRESS-24:S160,STRESS,24.0,S160,EA,12.5
STRESS-24:S20,STRESS,24.0,S20,EA,7.1
STRESS-24:S30,STRESS,24.0,S30,EA,7.6
STRESS-24:S40,STRESS,24.0,S40,EA,8.0
STRESS-24:S60,STRESS,24.0,S60,EA,8.5
STRESS-24:S80,STRESS,24.0,S80,EA,9.2
STRESS-26:S60,STRESS,26.0,S60,EA,11.8
STRESS-26:.375" WT,STRESS,26.0,.375" WT,EA,9.1
STRESS-26:.500" WT,STRESS,26.0,.500" WT,EA,9.8
STRESS-26:.750" WT,STRESS,26.0,.750" WT,EA,11.3
STRESS-26:1.00" WT,STRESS,26.0,1.00" WT,EA,11.8
STRESS-26:1.25" WT,STRESS,26.0,1.25" WT,EA,12.7
STRESS-26:1.50" WT,STRESS,26.0,1.50" WT,EA,14.1
STRESS-26:1.75" WT,STRESS,26.0,1.75" WT,EA,16.3
STRESS-26:2.00" WT,STRESS,26.0,2.00" WT,EA,18.5
STRESS-26:2.25" WT,STRESS,26.0,2.25" WT,EA,21.3
STRESS-26:2.50" WT,STRESS,26.0,2.50" WT,EA,23.8
STRESS-26:2.75"  WT,STRESS,26.0,2.75"  WT,EA,26.5
STRESS-26:3.00" WT,STRESS,26.0,3.00" WT,EA,29.1
STRESS-26:3.25" WT,STRESS,26.0,3.25" WT,EA,31.7
STRESS-26:3.50" WT,STRESS,26.0,3.50" WT,EA,34.4
STRESS-26:3.75" WT,STRESS,26.0,3.75" WT,EA,37.0
STRESS-26:4.00" WT,STRESS,26.0,4.00" WT,EA,39.7
STRESS-26:4.25" WT,STRESS,26.0,4.25" WT,EA,42.3
STRESS-26:4.50" WT,STRESS,26.0,4.50" WT,EA,45.0
STRESS-26:4.75" WT,STRESS,26.0,4.75" WT,EA,47.6
STRESS-26:5.00" WT,STRESS,26.0,5.00" WT,EA,50.3
STRESS-26:5.25" WT,STRESS,26.0,5.25" WT,EA,52.8
STRESS-26:5.50" WT,STRESS,26.0,5.50" WT,EA,55.4
STRESS-26:5.75" WT,STRESS,26.0,5.75" WT,EA,58.1
STRESS-26:6.00" WT,STRESS,26.0,6.00" WT,EA,60.7
STRESS-28:.375" WT,STRESS,28.0,.375" WT,EA,9.5
STRESS-28:.500" WT,STRESS,28.0,.500" WT,EA,10.5
STRESS-28:.750" WT,STRESS,28.0,.750" WT,EA,12.2
STRESS-28:.840" WT,STRESS,28.0,.840" WT,EA,12.2
STRESS-28:1.00" WT,STRESS,28.0,1.00" WT,EA,12.7
STRESS-28:1.25" WT,STRESS,28.0,1.25" WT,EA,13.8
STRESS-28:1.50" WT,STRESS,28.0,1.50" WT,EA,15.2
STRESS-28:1.75" WT,STRESS,28.0,1.75" WT,EA,17.7
STRESS-28:2.00" WT,STRESS,28.0,2.00" WT,EA,20.0
STRESS-28:2.25" WT,STRESS,28.0,2.25" WT,EA,22.9
STRESS-28:2.50" WT,STRESS,28.0,2.50" WT,EA,25.5
STRESS-28:2.75"  WT,STRESS,28.0,2.75"  WT,EA,28.2
STRESS-28:3.00" WT,STRESS,28.0,3.00" WT,EA,30.8
STRESS-28:3.25" WT,STRESS,28.0,3.25" WT,EA,33.5
STRESS-28:3.50" WT,STRESS,28.0,3.50" WT,EA,36.1
STRESS-28:3.75" WT,STRESS,28.0,3.75" WT,EA,38.8
STRESS-28:4.00" WT,STRESS,28.0,4.00" WT,EA,41.4
STRESS-28:4.25" WT,STRESS,28.0,4.25" WT,EA,44.0
STRESS-28:4.50" WT,STRESS,28.0,4.50" WT,EA,46.6
STRESS-28:4.75" WT,STRESS,28.0,4.75" WT,EA,49.2
STRESS-28:5.00" WT,STRESS,28.0,5.00" WT,EA,51.9
STRESS-28:5.25" WT,STRESS,28.0,5.25" WT,EA,54.5
STRESS-28:5.50" WT,STRESS,28.0,5.50" WT,EA,57.2
STRESS-28:5.75" WT,STRESS,28.0,5.75" WT,EA,59.8
STRESS-28:6.00" WT,STRESS,28.0,6.00" WT,EA,62.4
STRESS-30:1.375" WT,STRESS,30.0,1.375" WT,EA,16.7
STRESS-30:.375" WT,STRESS,30.0,.375" WT,EA,10.4
STRESS-30:.500" WT,STRESS,30.0,.500" WT,EA,11.3
STRESS-30:.625" WT,STRESS,30.0,.625" WT,EA,12.2
STRESS-30:.750" WT,STRESS,30.0,.750" WT,EA,13.1
STRESS-30:.784" WT,STRESS,30.0,.784" WT,EA,13.5
STRESS-30:1.00" WT,STRESS,30.0,1.00" WT,EA,13.9
STRESS-30:1.25" WT,STRESS,30.0,1.25" WT,EA,14.7
STRESS-30:1.50" WT,STRESS,30.0,1.50" WT,EA,16.7
STRESS-30:1.75" WT,STRESS,30.0,1.75" WT,EA,19.2
STRESS-30:2.00" WT,STRESS,30.0,2.00" WT,EA,21.5
STRESS-30:2.25" WT,STRESS,30.0,2.25" WT,EA,24.6
STRESS-30:2.50" WT,STRESS,30.0,2.50" WT,EA,27.3
STRESS-30:2.75"  WT,STRESS,30.0,2.75"  WT,EA,29.9
STRESS-30:3.00" WT,STRESS,30.0,3.00" WT,EA,32.5
STRESS-30:3.25" WT,STRESS,30.0,3.25" WT,EA,35.2
STRESS-30:3.50" WT,STRESS,30.0,3.50" WT,EA,37.8
STRESS-30:3.75" WT,STRESS,30.0,3.75" WT,EA,40.4
STRESS-30:4.00" WT,STRESS,30.0,4.00" WT,EA,43.0
STRESS-30:4.25" WT,STRESS,30.0,4.25" WT,EA,45.7
STRESS-30:4.50" WT,STRESS,30.0,4.50" WT,EA,48.3
STRESS-30:4.75" WT,STRESS,30.0,4.75" WT,EA,50.9
STRESS-30:5.00" WT,STRESS,30.0,5.00" WT,EA,53.6
STRESS-30:5.25" WT,STRESS,30.0,5.25" WT,EA,56.2
STRESS-30:5.50" WT,STRESS,30.0,5.50" WT,EA,58.8
STRESS-30:5.75" WT,STRESS,30.0,5.75" WT,EA,61.4
STRESS-30:6.00" WT,STRESS,30.0,6.00" WT,EA,64.1
STRESS-30:XS,STRESS,30.0,XS,EA,11.3
STRESS-32:.375" WT,STRESS,32.0,.375" WT,EA,11.2
STRESS-32:.500" WT,STRESS,32.0,.500" WT,EA,12.3
STRESS-32:.750" WT,STRESS,32.0,.750" WT,EA,14.3
STRESS-32:1.00" WT,STRESS,32.0,1.00" WT,EA,15.0
STRESS-32:1.25" WT,STRESS,32.0,1.25" WT,EA,15.8
STRESS-32:1.50" WT,STRESS,32.0,1.50" WT,EA,18.1
STRESS-32:1.75" WT,STRESS,32.0,1.75" WT,EA,20.8
STRESS-32:2.00" WT,STRESS,32.0,2.00" WT,EA,23.2
STRESS-32:2.25" WT,STRESS,32.0,2.25" WT,EA,26.5
STRESS-32:2.50" WT,STRESS,32.0,2.50" WT,EA,29.1
STRESS-32:2.75"  WT,STRESS,32.0,2.75"  WT,EA,31.7
STRESS-32:3.00" WT,STRESS,32.0,3.00" WT,EA,34.3
STRESS-32:3.25" WT,STRESS,32.0,3.25" WT,EA,36.9
STRESS-32:3.50" WT,STRESS,32.0,3.50" WT,EA,39.6
STRESS-32:3.75" WT,STRESS,32.0,3.75" WT,EA,42.2
STRESS-32:4.00" WT,STRESS,32.0,4.00" WT,EA,44.9
STRESS-32:4.25" WT,STRESS,32.0,4.25" WT,EA,47.5
STRESS-32:4.50" WT,STRESS,32.0,4.50" WT,EA,50.1
STRESS-32:4.75" WT,STRESS,32.0,4.75" WT,EA,52.8
STRESS-32:5.00" WT,STRESS,32.0,5.00" WT,EA,55.4
STRESS-32:5.25" WT,STRESS,32.0,5.25" WT,EA,58.1
STRESS-32:5.50" WT,STRESS,32.0,5.50" WT,EA,60.6
STRESS-32:5.75" WT,STRESS,32.0,5.75" WT,EA,63.3
STRESS-32:6.00" WT,STRESS,32.0,6.00" WT,EA,65.9
STRESS-34:.375" WT,STRESS,34.0,.375" WT,EA,12.4
STRESS-34:.500" WT,STRESS,34.0,.500" WT,EA,13.5
STRESS-34:.750" WT,STRESS,34.0,.750" WT,EA,15.5
STRESS-34:1.00" WT,STRESS,34.0,1.00" WT,EA,16.2
STRESS-34:1.25" WT,STRESS,34.0,1.25" WT,EA,17.1
STRESS-34:1.50" WT,STRESS,34.0,1.50" WT,EA,19.6
STRESS-34:1.75" WT,STRESS,34.0,1.75" WT,EA,22.5
STRESS-34:2.00" WT,STRESS,34.0,2.00" WT,EA,24.8
STRESS-34:2.25" WT,STRESS,34.0,2.25" WT,EA,28.2
STRESS-34:2.50" WT,STRESS,34.0,2.50" WT,EA,30.8
STRESS-34:2.75"  WT,STRESS,34.0,2.75"  WT,EA,33.5
STRESS-34:3.00" WT,STRESS,34.0,3.00" WT,EA,36.1
STRESS-34:3.25" WT,STRESS,34.0,3.25" WT,EA,38.0
STRESS-34:3.50" WT,STRESS,34.0,3.50" WT,EA,41.4
STRESS-34:3.75" WT,STRESS,34.0,3.75" WT,EA,44.0
STRESS-34:4.00" WT,STRESS,34.0,4.00" WT,EA,46.7
STRESS-34:4.25" WT,STRESS,34.0,4.25" WT,EA,49.3
STRESS-34:4.50" WT,STRESS,34.0,4.50" WT,EA,52.0
STRESS-34:4.75" WT,STRESS,34.0,4.75" WT,EA,54.6
STRESS-34:5.00" WT,STRESS,34.0,5.00" WT,EA,57.3
STRESS-34:5.25" WT,STRESS,34.0,5.25" WT,EA,59.9
STRESS-34:5.50" WT,STRESS,34.0,5.50" WT,EA,62.4
STRESS-34:5.75" WT,STRESS,34.0,5.75" WT,EA,65.1
STRESS-34:6.00" WT,STRESS,34.0,6.00" WT,EA,67.7
STRESS-36:.375" WT,STRESS,36.0,.375" WT,EA,13.6
STRESS-36:.500" WT,STRESS,36.0,.500" WT,EA,14.7
STRESS-36:.625" WT,STRESS,36.0,.625" WT,EA,15.85
STRESS-36:.750" WT,STRESS,36.0,.750" WT,EA,17.0
STRESS-36:1.00" WT,STRESS,36.0,1.00" WT,EA,18.1
STRESS-36:1.25" WT,STRESS,36.0,1.25" WT,EA,19.3
STRESS-36:1.50" WT,STRESS,36.0,1.50" WT,EA,21.5
STRESS-36:1.75" WT,STRESS,36.0,1.75" WT,EA,24.5
STRESS-36:2.00" WT,STRESS,36.0,2.00" WT,EA,27.0
STRESS-36:2.25" WT,STRESS,36.0,2.25" WT,EA,30.6
STRESS-36:2.50" WT,STRESS,36.0,2.50" WT,EA,33.2
STRESS-36:2.75"  WT,STRESS,36.0,2.75"  WT,EA,35.9
STRESS-36:3.00" WT,STRESS,36.0,3.00" WT,EA,37.3
STRESS-36:3.25" WT,STRESS,36.0,3.25" WT,EA,40.4
STRESS-36:3.50" WT,STRESS,36.0,3.50" WT,EA,43.8
STRESS-36:3.75" WT,STRESS,36.0,3.75" WT,EA,46.5
STRESS-36:4.00" WT,STRESS,36.0,4.00" WT,EA,49.1
STRESS-36:4.25" WT,STRESS,36.0,4.25" WT,EA,51.8
STRESS-36:4.50" WT,STRESS,36.0,4.50" WT,EA,54.4
STRESS-36:4.75" WT,STRESS,36.0,4.75" WT,EA,56.9
STRESS-36:5.00" WT,STRESS,36.0,5.00" WT,EA,59.6
STRESS-36:5.25" WT,STRESS,36.0,5.25" WT,EA,62.2
STRESS-36:5.50" WT,STRESS,36.0,5.50" WT,EA,64.9
STRESS-36:5.75" WT,STRESS,36.0,5.75" WT,EA,67.5
STRESS-36:6.00" WT,STRESS,36.0,6.00" WT,EA,70.2
STRESS-36:XS,STRESS,36.0,XS,EA,14.7
STRESS-38:.375" WT,STRESS,38.0,.375" WT,EA,14.7
STRESS-38:.500" WT,STRESS,38.0,.500" WT,EA,16.1
STRESS-38:.750" WT,STRESS,38.0,.750" WT,EA,18.7
STRESS-38:1.00" WT,STRESS,38.0,1.00" WT,EA,20.0
STRESS-38:1.25" WT,STRESS,38.0,1.25" WT,EA,21.6
STRESS-38:1.50" WT,STRESS,38.0,1.50" WT,EA,23.9
STRESS-38:1.75" WT,STRESS,38.0,1.75" WT,EA,27.0
STRESS-38:2.00" WT,STRESS,38.0,2.00" WT,EA,29.3
STRESS-38:2.25" WT,STRESS,38.0,2.25" WT,EA,33.5
STRESS-40:.375" WT,STRESS,40.0,.375" WT,EA,16.1
STRESS-40:.500" WT,STRESS,40.0,.500" WT,EA,17.6
STRESS-40:.750" WT,STRESS,40.0,.750" WT,EA,20.6
STRESS-40:1.00" WT,STRESS,40.0,1.00" WT,EA,22.3
STRESS-40:1.25" WT,STRESS,40.0,1.25" WT,EA,24.3
STRESS-40:1.50" WT,STRESS,40.0,1.50" WT,EA,26.6
STRESS-40:1.75" WT,STRESS,40.0,1.75" WT,EA,29.7
STRESS-40:2.00" WT,STRESS,40.0,2.00" WT,EA,32.0
STRESS-40:2.25" WT,STRESS,40.0,2.25" WT,EA,36.5
STRESS-42:.375" WT,STRESS,42.0,.375" WT,EA,17.8
STRESS-42:.500" WT,STRESS,42.0,.500" WT,EA,19.4
STRESS-42:.625" WT,STRESS,42.0,.625" WT,EA,21.05
STRESS-42:.750" WT,STRESS,42.0,.750" WT,EA,22.7
STRESS-42:1.00" WT,STRESS,42.0,1.00" WT,EA,24.6
STRESS-42:1.25" WT,STRESS,42.0,1.25" WT,EA,27.3
STRESS-42:1.50" WT,STRESS,42.0,1.50" WT,EA,29.6
STRESS-42:1.75" WT,STRESS,42.0,1.75" WT,EA,32.5
STRESS-42:2.00" WT,STRESS,42.0,2.00" WT,EA,35.0
STRESS-42:2.25" WT,STRESS,42.0,2.25" WT,EA,39.7
STRESS-44:.375" WT,STRESS,44.0,.375" WT,EA,19.9
STRESS-44:.500" WT,STRESS,44.0,.500" WT,EA,21.5
STRESS-44:.750" WT,STRESS,44.0,.750" WT,EA,24.7
STRESS-44:1.00" WT,STRESS,44.0,1.00" WT,EA,27.0
STRESS-44:1.25" WT,STRESS,44.0,1.25" WT,EA,29.7
STRESS-44:1.50" WT,STRESS,44.0,1.50" WT,EA,32.5
STRESS-44:1.75" WT,STRESS,44.0,1.75" WT,EA,35.8
STRESS-44:2.00" WT,STRESS,44.0,2.00" WT,EA,39.2
STRESS-44:2.25" WT,STRESS,44.0,2.25" WT,EA,42.8
STRESS-46:.375" WT,STRESS,46.0,.375" WT,EA,21.9
STRESS-46:.500" WT,STRESS,46.0,.500" WT,EA,23.6
STRESS-46:.750" WT,STRESS,46.0,.750" WT,EA,26.9
STRESS-46:1.00" WT,STRESS,46.0,1.00" WT,EA,29.9
STRESS-46:1.25" WT,STRESS,46.0,1.25" WT,EA,32.7
STRESS-46:1.50" WT,STRESS,46.0,1.50" WT,EA,36.0
STRESS-46:1.75" WT,STRESS,46.0,1.75" WT,EA,39.3
STRESS-46:2.00" WT,STRESS,46.0,2.00" WT,EA,42.8
STRESS-46:2.25" WT,STRESS,46.0,2.25" WT,EA,46.5
STRESS-48:.375" WT,STRESS,48.0,.375" WT,EA,24.4
STRESS-48:.500" WT,STRESS,48.0,.500" WT,EA,26.0
STRESS-48:.625" WT,STRESS,48.0,.625" WT,EA,27.6
STRESS-48:.750" WT,STRESS,48.0,.750" WT,EA,29.2
STRESS-48:1.00" WT,STRESS,48.0,1.00" WT,EA,32.7
STRESS-48:1.25" WT,STRESS,48.0,1.25" WT,EA,35.8
STRESS-48:1.50" WT,STRESS,48.0,1.50" WT,EA,39.3
